player_id,foot,country,tier,gender,season_end_year,player,url
d7bf3d19,right,FRA,1st,M,2019,Romain Amalfitano,https://fbref.com//en/players/d7bf3d19/Romain-Amalfitano
d7bf3d19,right,FRA,1st,M,2018,Romain Amalfitano,https://fbref.com//en/players/d7bf3d19/Romain-Amalfitano
a5876fca,right,FRA,1st,M,2018,Romain Danzé,https://fbref.com//en/players/a5876fca/Romain-Danze
0be95d34,left,FRA,1st,M,2022,Romain Del Castillo,https://fbref.com//en/players/0be95d34/Romain-Del-Castillo
0be95d34,left,FRA,1st,M,2021,Romain Del Castillo,https://fbref.com//en/players/0be95d34/Romain-Del-Castillo
0be95d34,left,FRA,1st,M,2020,Romain Del Castillo,https://fbref.com//en/players/0be95d34/Romain-Del-Castillo
0be95d34,left,FRA,1st,M,2019,Romain Del Castillo,https://fbref.com//en/players/0be95d34/Romain-Del-Castillo
745ca0a3,left,FRA,1st,M,2022,Romain Faivre,https://fbref.com//en/players/745ca0a3/Romain-Faivre
745ca0a3,left,FRA,1st,M,2021,Romain Faivre,https://fbref.com//en/players/745ca0a3/Romain-Faivre
745ca0a3,left,FRA,1st,M,2019,Romain Faivre,https://fbref.com//en/players/745ca0a3/Romain-Faivre
1040e783,right,FRA,1st,M,2019,Romain Genevois,https://fbref.com//en/players/1040e783/Romain-Genevois
1040e783,right,FRA,1st,M,2018,Romain Genevois,https://fbref.com//en/players/1040e783/Romain-Genevois
0b4d8274,right,FRA,1st,M,2022,Romain Hamouma,https://fbref.com//en/players/0b4d8274/Romain-Hamouma
0b4d8274,right,FRA,1st,M,2021,Romain Hamouma,https://fbref.com//en/players/0b4d8274/Romain-Hamouma
0b4d8274,right,FRA,1st,M,2020,Romain Hamouma,https://fbref.com//en/players/0b4d8274/Romain-Hamouma
0b4d8274,right,FRA,1st,M,2019,Romain Hamouma,https://fbref.com//en/players/0b4d8274/Romain-Hamouma
0b4d8274,right,FRA,1st,M,2018,Romain Hamouma,https://fbref.com//en/players/0b4d8274/Romain-Hamouma
0fb21da9,right,FRA,1st,M,2019,Romain Métanire,https://fbref.com//en/players/0fb21da9/Romain-Metanire
0fb21da9,right,USA,1st,M,2021,Romain Métanire,https://fbref.com//en/players/0fb21da9/Romain-Metanire
